            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  1.929183817450517E-02,  1.457415659459352E-03,  2.355335609807570E+00,  3.109041584542780E+02,  1.713426984603387E+02,  2.459485514654457E+06,  5.316097989556323E+02,  2.623257431410313E+01,  2.723126477568853E+01,  1.486084970218368E-03,  1.514754280977385E-03,  6.771884203549929E-01,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  1.684253978569146E-02,  1.459917065541035E-03,  2.111250103779076E+00,  3.091749276353182E+02,  1.888773475439865E+02,  2.459496336484247E+06,  5.322317529511841E+02,  9.873737437375478E+01,  1.006385586269665E+02,  1.484927007747877E-03,  1.509936949954718E-03,  6.763970732746171E-01,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  1.490038701770026E-02,  1.465657950316436E-03,  1.857384000494582E+00,  3.089626189458213E+02,  1.985301232292807E+02,  2.459507145414783E+06,  5.306763346482505E+02,  1.775564565687295E+02,  1.776279231103483E+02,  1.487827150676965E-03,  1.509996351037494E-03,  6.783796007007163E-01,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  1.644070389689140E-02,  1.459777646538199E-03,  1.611754181824745E+00,  3.106187978556769E+02,  2.061006961506826E+02,  2.459518632157768E+06,  5.326343831178598E+02,  2.565848970787828E+02,  2.547613410171904E+02,  1.484178587220803E-03,  1.508579527903407E-03,  6.758857696956830E-01,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  1.951189887606440E-02,  1.457173517451488E-03,  1.387500502821049E+00,  3.153501821290193E+02,  2.169078240831963E+02,  2.459529453533488E+06,  5.315633466493304E+02,  3.294173067229410E+02,  3.282554260383162E+02,  1.486171546376878E-03,  1.515169575302268E-03,  6.772475985585404E-01,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  1.990240360447403E-02,  1.459067286231279E-03,  1.222981492970129E+00,  3.236401437889626E+02,  2.285620233160070E+02,  2.459540282866441E+06,  5.302118700047531E+02,  3.771585703219039E+01,  3.913887227720170E+01,  1.488695913138900E-03,  1.518324540046522E-03,  6.789738600095331E-01,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  1.689288081765818E-02,  1.459769966997778E-03,  1.142895048332478E+00,  3.353997938780991E+02,  2.300757549008326E+02,  2.459551100165922E+06,  5.322713193233470E+02,  1.127532042773802E+02,  1.145235949685350E+02,  1.484853418833831E-03,  1.509936870669883E-03,  6.763467933189637E-01,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  1.548016353539599E-02,  1.463539924145163E-03,  1.180055704663869E+00,  3.477255833182689E+02,  2.241773144933618E+02,  2.459562581228344E+06,  5.313592992401129E+02,  1.946259251817566E+02,  1.941862462184733E+02,  1.486551992086531E-03,  1.509564060027899E-03,  6.775076685678209E-01,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  1.744105085151941E-02,  1.459978028618322E-03,  1.315076586979699E+00,  3.576118475375259E+02,  2.238539751807113E+02,  2.459573390992884E+06,  5.317125163192019E+02,  2.733346439021784E+02,  2.713373020634365E+02,  1.485893574002445E-03,  1.511809119386568E-03,  6.770575996444701E-01,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  2.019932481588831E-02,  1.458022432127596E-03,  1.522330965655414E+00,  3.532749107486217E+00,  2.357882706705221E+02,  2.459584216561607E+06,  5.305407332301476E+02,  3.437858227862826E+02,  3.431234718043751E+02,  1.488080656663788E-03,  1.518138881199980E-03,  6.785529883976554E-01,
