            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  7.300260254098762E-03,  1.249356981619833E-02,  1.966419656885994E+00,  3.369306328422088E+02,  3.009035277071030E+01,  2.459285356037072E+06,  2.156843181422794E+01,  6.392803229794673E+01,  6.468245910020012E+01,  1.258544685364405E-02,  1.267732389108978E-02,  1.669106048602572E+01,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  7.329567000556520E-03,  1.249334726157482E-02,  1.966370532836781E+00,  3.369327367554721E+02,  2.873092730575701E+01,  2.459301982895163E+06,  2.156805300006623E+01,  3.016606777672582E+02,  3.009423381635580E+02,  1.258559421763479E-02,  1.267784117369476E-02,  1.669135364230117E+01,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  7.180946310664655E-03,  1.249483106151516E-02,  1.966367412464713E+00,  3.369364079662313E+02,  2.986295568175497E+01,  2.459302034604163E+06,  2.156905421335985E+01,  1.768963514327417E+02,  1.769405079841543E+02,  1.258520474106950E-02,  1.267557842062384E-02,  1.669057884684700E+01,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  7.271144610028992E-03,  1.249376632840731E-02,  1.966330841214497E+00,  3.369386947058444E+02,  3.022793271412986E+01,  2.459318740987367E+06,  2.156887182716646E+01,  5.290871507624161E+01,  5.357699508535166E+01,  1.258527568789105E-02,  1.267678504737479E-02,  1.669071998223719E+01,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  7.395433376411002E-03,  1.249290368008546E-02,  1.966319049255566E+00,  3.369429458955118E+02,  2.899684052127939E+01,  2.459335373816072E+06,  2.156705499813312E+01,  2.905149155848324E+02,  2.897186523165079E+02,  1.258598247495567E-02,  1.267906126982588E-02,  1.669212602421434E+01,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  7.256261876835886E-03,  1.249389419592825E-02,  1.966247398534713E+00,  3.369448771970282E+02,  2.913824583551423E+01,  2.459335379149511E+06,  2.156902573805404E+01,  1.667469131578943E+02,  1.669358691723093E+02,  1.258521581767782E-02,  1.267653743942738E-02,  1.669060088165481E+01,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  7.239459963940533E-03,  1.249327821357440E-02,  1.966248385845803E+00,  3.369466497381306E+02,  2.865838886947576E+01,  2.459352047256238E+06,  2.157116856972828E+01,  4.358980432997880E+01,  4.416555574955329E+01,  1.258438234573728E-02,  1.267548647790017E-02,  1.668894287466665E+01,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  7.215601607194445E-03,  1.249498548530387E-02,  1.966220970726861E+00,  3.369511160459594E+02,  2.894128644022463E+01,  2.459368750109366E+06,  2.156752505934051E+01,  2.796801779262128E+02,  2.788638934488262E+02,  1.258579960113364E-02,  1.267661371696341E-02,  1.669176222165047E+01,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  7.183537893067140E-03,  1.249541051118367E-02,  1.966136266736437E+00,  3.369534055387966E+02,  3.055299429526433E+01,  2.459368823073813E+06,  2.156746945063731E+01,  1.544430567900228E+02,  1.547953232479510E+02,  1.258582123494023E-02,  1.267623195869679E-02,  1.669180525902459E+01,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  7.325988506506137E-03,  1.249282156691486E-02,  1.966109254568426E+00,  3.369572226536922E+02,  2.978219140440266E+01,  2.459385477559868E+06,  2.156953101543344E+01,  3.158728684304808E+01,  3.203046411553306E+01,  1.258501927346643E-02,  1.267721698001801E-02,  1.669020989572803E+01,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  7.313423612532858E-03,  1.249314567740026E-02,  1.966039070382399E+00,  3.369599145492377E+02,  2.909562199481245E+01,  2.459402135271335E+06,  2.156910116513841E+01,  2.686490041016855E+02,  2.678113908309887E+02,  1.258518647735185E-02,  1.267722727730345E-02,  1.669054251467182E+01,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  7.153533504493105E-03,  1.249575813312051E-02,  1.965981518340371E+00,  3.369644399716501E+02,  3.026429550008015E+01,  2.459402188313202E+06,  2.156754714047193E+01,  1.438487844137613E+02,  1.443288877672170E+02,  1.258579101079680E-02,  1.267582388847308E-02,  1.669174513241021E+01,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  7.323451758987157E-03,  1.249341600334844E-02,  1.965893407687324E+00,  3.369665028624769E+02,  3.032945189952319E+01,  2.459418881281398E+06,  2.156807429164199E+01,  2.016008025125026E+01,  2.045181254590480E+01,  1.258558593480054E-02,  1.267775586625264E-02,  1.669133716492744E+01,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  7.411310103341603E-03,  1.249175327206841E-02,  1.965857182657603E+00,  3.369707161586923E+02,  2.981411638625664E+01,  2.459435546782903E+06,  2.156951682429359E+01,  2.570533788841951E+02,  2.562274376031491E+02,  1.258502479347106E-02,  1.267829631487372E-02,  1.669022087664638E+01,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  7.343106469788559E-03,  1.249263484330011E-02,  1.965759356886980E+00,  3.369734407903157E+02,  3.001887590926468E+01,  2.459435556311804E+06,  2.156945666994325E+01,  1.332062389400895E+02,  1.338157300908922E+02,  1.258504819210213E-02,  1.267746154090416E-02,  1.669026742345602E+01,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  7.376858897422871E-03,  1.249284844817712E-02,  1.965675244860462E+00,  3.369750128218204E+02,  2.892156972726969E+01,  2.459452195049490E+06,  2.156780340192295E+01,  1.067499529002682E+01,  1.083301269916082E+01,  1.258569131715025E-02,  1.267853418612339E-02,  1.669154680665826E+01,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  7.235126626060729E-03,  1.249428453337594E-02,  1.965618864542507E+00,  3.369794323850278E+02,  2.944436776571368E+01,  2.459468908753837E+06,  2.156870374961404E+01,  2.465323589846393E+02,  2.457746038122782E+02,  1.258534106964700E-02,  1.267639760591805E-02,  1.669085004732572E+01,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  7.214832341116261E-03,  1.249475171188479E-02,  1.965496834710816E+00,  3.369823856799172E+02,  3.058671641505988E+01,  2.459468960441854E+06,  2.156815541433141E+01,  1.217642754882962E+02,  1.224638638870215E+02,  1.258555437663220E-02,  1.267635704137960E-02,  1.669127438504966E+01,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  7.383453684816123E-03,  1.249240777296329E-02,  1.965401463210063E+00,  3.369861652138848E+02,  2.964345488945624E+01,  2.459485606971787E+06,  2.156872968350305E+01,  3.590731531425574E+02,  3.590593396531816E+02,  1.258533098137233E-02,  1.267825418978137E-02,  1.669082997851968E+01,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  7.286372261336369E-03,  1.249341600167454E-02,  1.965298584351542E+00,  3.369881678381424E+02,  2.945898676293013E+01,  2.459502287909574E+06,  2.156928275732739E+01,  2.356334660318138E+02,  2.349477989152622E+02,  1.258511584064150E-02,  1.267681567960845E-02,  1.669040199668683E+01,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  7.152215229661045E-03,  1.249581832893825E-02,  1.965214422861718E+00,  3.369932332967539E+02,  3.036561022837086E+01,  2.459502328493061E+06,  2.156743425030503E+01,  1.111047871868012E+02,  1.118669195666527E+02,  1.258583492919685E-02,  1.267585152945545E-02,  1.669183250181502E+01,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  7.328396880394004E-03,  1.249317784911281E-02,  1.965048680277665E+00,  3.369953348372152E+02,  3.051710270366884E+01,  2.459519025583098E+06,  2.156852984474564E+01,  3.473266964091878E+02,  3.471407968416628E+02,  1.258540871910841E-02,  1.267763958910401E-02,  1.669098462395667E+01,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  7.318897803741132E-03,  1.249233957436854E-02,  1.964970860103436E+00,  3.369967109884363E+02,  3.097832974593687E+01,  2.459535736637132E+06,  2.157101047645419E+01,  2.232260500032270E+02,  2.226554675665007E+02,  1.258444383269697E-02,  1.267654809102540E-02,  1.668906518741705E+01,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  7.340356762661178E-03,  1.249333069680919E-02,  1.964879175687728E+00,  3.370012018838801E+02,  3.061285192775816E+01,  2.459535719042061E+06,  2.156774424691843E+01,  9.996558742058507E+01,  1.007926968774833E+02,  1.258571433010509E-02,  1.267809796340100E-02,  1.669159258745552E+01,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  7.418811315649920E-03,  1.249255578192644E-02,  1.964710700179072E+00,  3.370034913149565E+02,  2.925929276912934E+01,  2.459552346236620E+06,  2.156719396552356E+01,  3.376944182125442E+02,  3.373689637627107E+02,  1.258592841003275E-02,  1.267930103813906E-02,  1.669201846913795E+01,
