            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  5.585957965341470E-04,  1.275999639477935E-03,  9.769413258959739E+01,  1.676572530520346E+02,  1.388634317160211E+02,  2.459267027666621E+06,  1.427607617397146E+02,  2.709648781698415E+02,  2.709008761437383E+02,  1.276712805884684E-03,  1.277425972291432E-03,  2.521701310731040E+00,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  6.171969577411510E-04,  1.275628280260550E-03,  9.769408239403829E+01,  1.676574092618283E+02,  1.773385642232265E+02,  2.459277378193371E+06,  1.428105455302809E+02,  3.576874159373318E+02,  3.576845598710781E+02,  1.276416080382174E-03,  1.277203880503798E-03,  2.520822245046793E+00,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  2.900023093211467E-04,  1.276177308003769E-03,  9.769406257818027E+01,  1.676576279845700E+02,  2.108269474661043E+02,  2.459287693943452E+06,  1.427884911059055E+02,  8.939366979486169E+01,  8.942689987644690E+01,  1.276547509729548E-03,  1.276917711455328E-03,  2.521211599140647E+00,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  3.320862549787389E-04,  1.275957945136925E-03,  9.769403880332472E+01,  1.676577978346544E+02,  1.765443093654362E+02,  2.459300056171608E+06,  1.428162965145744E+02,  2.488644129197288E+02,  2.488289238730606E+02,  1.276381813993457E-03,  1.276805682849989E-03,  2.520720735558787E+00,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  2.976861803061337E-04,  1.275628369293375E-03,  9.769397582880841E+01,  1.676580312964983E+02,  1.911345196794727E+02,  2.459310239722574E+06,  1.428790225778150E+02,  3.594681222938441E+02,  3.594678055152378E+02,  1.276008219306219E-03,  1.276388069319064E-03,  2.519614100830905E+00,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  6.512691498249736E-04,  1.275298785636143E-03,  9.769396947161837E+01,  1.676582000477816E+02,  1.871383695070457E+02,  2.459320293358499E+06,  1.428585892414870E+02,  1.286643742605808E+02,  1.287226171097985E+02,  1.276129889664451E-03,  1.276960993692759E-03,  2.519974486038490E+00,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  7.102836746854074E-04,  1.274962195194805E-03,  9.769391386977435E+01,  1.676583771542046E+02,  2.057645595411305E+02,  2.459333025104046E+06,  1.429025058837281E+02,  2.352312440053070E+02,  2.351644171375298E+02,  1.275868423707211E-03,  1.276774652219617E-03,  2.519200050228036E+00,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  5.037229448981291E-04,  1.275558328028478E-03,  9.769390799487108E+01,  1.676585587786518E+02,  1.817322281876704E+02,  2.459342938883819E+06,  1.428466190217114E+02,  2.444336794861281E+01,  2.446726680672478E+01,  1.276201179845072E-03,  1.276844031661666E-03,  2.520185654133566E+00,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  8.883963138480784E-04,  1.274602132416155E-03,  9.769386710984715E+01,  1.676587309787114E+02,  1.718663626127777E+02,  2.459352951850945E+06,  1.429248422860425E+02,  1.595254276771581E+02,  1.595610004069173E+02,  1.275735491123915E-03,  1.276868849831674E-03,  2.518806347741243E+00,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  6.456283250074195E-04,  1.275822584375461E-03,  9.769388822542599E+01,  1.676589510116476E+02,  1.687211782690076E+02,  2.459365531336892E+06,  1.427718295441998E+02,  2.878521273442389E+02,  2.877816886220821E+02,  1.276646823725889E-03,  1.277471063076317E-03,  2.521505826109415E+00,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  6.232376667654251E-04,  1.275306011331919E-03,  9.769382729304768E+01,  1.676591349505499E+02,  1.836206795716765E+02,  2.459375716989364E+06,  1.428633858325099E+02,  3.814604355141854E+01,  3.819018306897901E+01,  1.276101325744732E-03,  1.276896640157545E-03,  2.519889878726916E+00,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  2.574052935360877E-04,  1.276560516878632E-03,  9.769381568191648E+01,  1.676593469283678E+02,  1.987594185823965E+02,  2.459385903666157E+06,  1.427311813779149E+02,  1.482026160187103E+02,  1.482181539626179E+02,  1.276889194916662E-03,  1.277217872954693E-03,  2.522223921392579E+00,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  6.118677241398169E-04,  1.275485602237006E-03,  9.769376640782220E+01,  1.676595240063728E+02,  1.646124700633502E+02,  2.459398267231877E+06,  1.428356512563652E+02,  3.075461956448884E+02,  3.074905782920625E+02,  1.276266508520970E-03,  1.277047414804935E-03,  2.520379168880342E+00,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  7.877523796334132E-04,  1.275829408585363E-03,  9.769377835782635E+01,  1.676597137778641E+02,  1.957660383337465E+02,  2.459408566624994E+06,  1.427402287464151E+02,  4.159093492211261E+01,  4.165090085982209E+01,  1.276835238582957E-03,  1.277841068580550E-03,  2.522064054132611E+00,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  7.411359844602656E-04,  1.275099984393892E-03,  9.769374361917878E+01,  1.676598997424038E+02,  1.842937838481853E+02,  2.459418568443282E+06,  1.428727262383425E+02,  1.782418294157939E+02,  1.782444326831216E+02,  1.276045707785748E-03,  1.276991431177604E-03,  2.519725139138469E+00,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  5.256503630479187E-04,  1.275622756812794E-03,  9.769376922594095E+01,  1.676601215924252E+02,  1.865985013550906E+02,  2.459431185997307E+06,  1.428310965026594E+02,  3.011539729412690E+02,  3.011024074231296E+02,  1.276293641028556E-03,  1.276964525244319E-03,  2.520459541478751E+00,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  4.852963618698576E-04,  1.275414091469428E-03,  9.769373774031422E+01,  1.676602803846716E+02,  1.532176291640673E+02,  2.459441034073360E+06,  1.428748024303470E+02,  9.971613072407808E+01,  9.977093828875594E+01,  1.276033345809774E-03,  1.276652600150120E-03,  2.519688523632456E+00,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  6.906589570300635E-04,  1.275102943523673E-03,  9.769370559440267E+01,  1.676605291408049E+02,  1.666444616982471E+02,  2.459453729406312E+06,  1.428830546999314E+02,  2.114864511075555E+02,  2.114451450179522E+02,  1.275984213449721E-03,  1.276865483375770E-03,  2.519542997985559E+00,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  3.382952954255538E-04,  1.275531051193785E-03,  9.769368597402131E+01,  1.676606636379889E+02,  2.003544414106428E+02,  2.459464047103520E+06,  1.428866677816607E+02,  3.029734278360904E+02,  3.029408988400016E+02,  1.275962703373475E-03,  1.276394355553165E-03,  2.519479287949393E+00,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  3.672593598964647E-04,  1.275559189205331E-03,  9.769367642351959E+01,  1.676608848106231E+02,  1.804585146421014E+02,  2.459473989666472E+06,  1.428757301080528E+02,  8.805910289445755E+01,  8.810116422302323E+01,  1.276027822366584E-03,  1.276496455527836E-03,  2.519672163548996E+00,
